1.5e-008,0,0,2
3e-008,0,0,2
4.5e-008,0,0,2
6e-008,0,0,2
7.5e-008,0,0,2
9e-008,0,0,2
1.05e-007,0,0,2
1.2e-007,0,0,2
1.35e-007,0,0,2
1.5e-007,0,0,2
1.65e-007,0,0,2
1.8e-007,0,0,2
1.95e-007,0,0,2
2.1e-007,0,0,2
2.25e-007,0,0,2
2.4e-007,0,0,2
2.55e-007,0,0,2
2.7e-007,0,0,2
2.85e-007,0,0,2
3e-007,0,0,2
3.15e-007,0,0,2
3.3e-007,0,0,2
3.45e-007,0,0,2
3.6e-007,0,0,2
3.75e-007,0,0,2
3.9e-007,0,0,2
4.05e-007,0,0,2
4.2e-007,0,0,2
4.35e-007,0,0,2
4.5e-007,0,0,2
4.65e-007,0,0,2
4.8e-007,0,0,2
4.95e-007,0,0,2
5.1e-007,0,0,2
5.25e-007,0,0,2
5.4e-007,0,0,2
5.55e-007,0,0,2
5.7e-007,0,0,2
5.85e-007,0,0,2
6e-007,0,0,2
6.15e-007,0,0,2
6.3e-007,0,0,2
6.45e-007,0,0,2
6.6e-007,0,0,2
6.75e-007,0,0,2
6.9e-007,0,0,2
7.05e-007,0,0,2
7.2e-007,0,0,2
7.35e-007,0,0,2
7.5e-007,0,0,2
7.65e-007,0,0,2
7.8e-007,0,0,2
7.95e-007,0,0,2
8.1e-007,0,0,2
8.25e-007,0,0,2
8.4e-007,0,0,2
8.55e-007,0,0,2
8.7e-007,0,0,2
8.85e-007,0,0,2
9e-007,0,0,2
9.15e-007,0,0,2
9.3e-007,0,0,2
9.45e-007,0,0,2
9.6e-007,0,0,2
9.75e-007,0,0,2
9.9e-007,0,0,2
1.005e-006,0.249849,0.0624622,3
1.035e-006,0.518724,0.047369,53
1.05e-006,0.530469,0.0148262,3
1.065e-006,0.538461,0.00571433,3
1.08e-006,0.544523,0.00294694,3
1.095e-006,0.549409,0.00208354,2
1.11e-006,0.550841,0.000878938,3
1.125e-006,0.550841,0.000219737,2
1.14e-006,0.550841,5.49349e-005,2
1.155e-006,0.550841,1.37339e-005,2
1.17e-006,0.550841,3.43351e-006,2
1.185e-006,0.550841,8.58386e-007,2
1.2e-006,0.550841,2.14599e-007,2
1.215e-006,0.550841,5.36503e-008,2
1.23e-006,0.550841,1.34127e-008,2
1.245e-006,0.550841,3.35322e-009,2
1.26e-006,0.550841,8.38314e-010,2
1.275e-006,0.550841,2.09581e-010,2
1.29e-006,0.550841,5.23958e-011,2
1.305e-006,0.550841,1.30991e-011,2
1.32e-006,0.550841,3.2748e-012,2
1.335e-006,0.550841,8.187e-013,2
1.35e-006,0.550841,2.04675e-013,2
1.365e-006,0.550841,5.11688e-014,2
1.38e-006,0.550841,1.27922e-014,2
1.395e-006,0.550841,3.19805e-015,2
1.41e-006,0.550841,7.99512e-016,2
1.425e-006,0.550841,1.99878e-016,2
1.44e-006,0.550841,4.99695e-017,2
1.455e-006,0.550841,1.24924e-017,2
1.47e-006,0.550841,3.12309e-018,2
1.485e-006,0.550841,7.80773e-019,2
1.5e-006,0.550841,1.95193e-019,2
1.515e-006,0.550841,4.87983e-020,2
1.53e-006,0.550841,1.21996e-020,2
1.545e-006,0.550841,3.0499e-021,2
1.56e-006,0.550841,7.62474e-022,2
1.575e-006,0.550841,1.90618e-022,2
1.59e-006,0.550841,4.76546e-023,2
1.605e-006,0.550841,1.19137e-023,2
1.62e-006,0.550841,2.97841e-024,2
1.635e-006,0.550841,7.44603e-025,2
1.65e-006,0.550841,1.86151e-025,2
1.665e-006,0.550841,4.65377e-026,2
1.68e-006,0.550841,1.16344e-026,2
1.695e-006,0.550841,2.90861e-027,2
1.71e-006,0.550841,7.27152e-028,2
1.725e-006,0.550841,1.81788e-028,2
1.74e-006,0.550841,4.5447e-029,2
1.755e-006,0.550841,1.13617e-029,2
1.77e-006,0.550841,2.84044e-030,2
1.785e-006,0.550841,7.10109e-031,2
1.8e-006,0.550841,1.77527e-031,2
1.815e-006,0.550841,4.43818e-032,2
1.83e-006,0.550841,1.10955e-032,2
1.845e-006,0.550841,2.77386e-033,2
1.86e-006,0.550841,6.93466e-034,2
1.875e-006,0.550841,1.73366e-034,2
1.89e-006,0.550841,4.33416e-035,2
1.905e-006,0.550841,1.08354e-035,2
1.92e-006,0.550841,2.70885e-036,2
1.935e-006,0.550841,6.77213e-037,2
1.95e-006,0.550841,1.69303e-037,2
1.965e-006,0.550841,4.23258e-038,2
1.98e-006,0.550841,1.05815e-038,2
1.995e-006,0.550841,2.64536e-039,2
2.01e-006,0.550841,6.61341e-040,2
2.025e-006,0.550841,1.65335e-040,2
2.04e-006,0.550841,4.13338e-041,2
2.055e-006,0.550841,1.03334e-041,2
2.07e-006,0.550841,2.58336e-042,2
2.085e-006,0.550841,6.45841e-043,2
2.1e-006,0.550841,-8.32667e-017,2
2.115e-006,0.546257,-0.0011453,3
2.13e-006,0.540655,-0.00154345,2
2.145e-006,0.53344,-0.0019578,2
2.16e-006,0.523331,-0.00301665,2
2.175e-006,0.506191,-0.00495479,3
2.19e-006,0.442248,-0.0172241,6
2.205e-006,0.000229621,-0.114811,4
2.22e-006,5.74818e-005,-0.0287457,2
2.25e-006,8.22674e-006,-0.00411356,2
2.265e-006,2.05952e-006,-0.00102993,2
2.28e-006,5.15995e-007,-0.000257998,2
2.295e-006,1.29257e-007,-6.46283e-005,2
2.31e-006,3.23787e-008,-1.61894e-005,2
2.325e-006,8.11086e-009,-4.05543e-006,2
2.34e-006,2.03177e-009,-1.01588e-006,2
2.355e-006,5.08957e-010,-2.54479e-007,2
2.37e-006,1.27494e-010,-6.37468e-008,2
2.385e-006,3.19371e-011,-1.59686e-008,2
2.4e-006,8.00024e-012,-4.00012e-009,2
2.415e-006,2.00406e-012,-1.00203e-009,2
2.43e-006,5.02016e-013,-2.51008e-010,2
2.445e-006,1.25755e-013,-6.28774e-011,2
2.46e-006,3.15015e-014,-1.57508e-011,2
2.475e-006,7.89112e-015,-3.94556e-012,2
2.49e-006,1.97672e-015,-9.88362e-013,2
2.505e-006,4.95168e-016,-2.47584e-013,2
2.52e-006,1.2404e-016,-6.20198e-014,2
2.535e-006,3.10719e-017,-1.55359e-014,2
2.55e-006,7.78349e-018,-3.89175e-015,2
2.565e-006,1.94976e-018,-9.74881e-016,2
2.58e-006,4.88415e-019,-2.44207e-016,2
2.595e-006,1.22348e-019,-6.11739e-017,2
2.61e-006,3.06481e-020,-1.5324e-017,2
2.625e-006,7.67733e-021,-3.83867e-018,2
2.64e-006,1.92317e-021,-9.61584e-019,2
2.655e-006,4.81753e-022,-2.40877e-019,2
2.67e-006,1.20679e-022,-6.03395e-020,2
2.685e-006,3.023e-023,-1.5115e-020,2
2.7e-006,7.57262e-024,-3.78631e-021,2
2.715e-006,1.89694e-024,-9.48469e-022,2
2.73e-006,4.75182e-025,-2.37591e-022,2
2.745e-006,1.19033e-025,-5.95165e-023,2
2.76e-006,2.98177e-026,-1.49089e-023,2
2.775e-006,7.46933e-027,-3.73467e-024,2
2.79e-006,1.87107e-027,-9.35533e-025,2
2.805e-006,4.68701e-028,-2.34351e-025,2
2.82e-006,1.17409e-028,-5.87047e-026,2
2.835e-006,2.9411e-029,-1.47055e-026,2
2.85e-006,7.36746e-030,-3.68373e-027,2
2.865e-006,1.84555e-030,-9.22773e-028,2
2.88e-006,4.62308e-031,-2.31154e-028,2
2.895e-006,1.15808e-031,-5.79041e-029,2
2.91e-006,2.90099e-032,-1.45049e-029,2
2.925e-006,7.26697e-033,-3.63348e-030,2
2.94e-006,1.82037e-033,-9.10187e-031,2
2.955e-006,4.56003e-034,-2.28001e-031,2
2.97e-006,1.14229e-034,-5.71143e-032,2
2.985e-006,2.86142e-035,-1.43071e-032,2
3e-006,7.16785e-036,-3.58393e-033,2
